planner_key,algo,scenario_family,scenario_id,episodes,success_mean,collisions_mean,ped_collision_count_mean,obstacle_collision_count_mean,total_collision_count_mean,near_misses_mean,time_to_goal_norm_mean,path_efficiency_mean,comfort_exposure_mean,jerk_mean,snqi_mean
prediction_planner,prediction_planner,head_on_corridor,classic_head_on_corridor_low,10,0.0000,0.1000,0.0000,0.1000,0.1000,2.6000,1.0000,1.0000,0.0095,,'-0.1420
prediction_planner,prediction_planner,head_on_corridor,classic_head_on_corridor_medium,10,0.0000,0.1000,0.0000,0.1000,0.1000,2.6000,1.0000,1.0000,0.0578,,'-0.1528
prediction_planner,prediction_planner,merging,classic_merging_low,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0092,,'-0.1041
prediction_planner,prediction_planner,merging,classic_merging_medium,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0160,,'-0.1203
prediction_planner,prediction_planner,overtaking,classic_overtaking_low,10,0.0000,0.0000,0.0000,0.0000,0.0000,3.9000,1.0000,1.0000,0.0223,,'-0.2573
prediction_planner,prediction_planner,overtaking,classic_overtaking_medium,10,0.0000,0.0000,0.0000,0.0000,0.0000,11.4000,1.0000,1.0000,0.0145,,'-0.3595
prediction_planner,prediction_planner,bottleneck,classic_realworld_double_bottleneck_high,10,0.0000,0.0000,0.0000,0.0000,0.0000,12.9000,1.0000,1.0000,0.0011,,'-0.2816
prediction_planner,prediction_planner,station_platform,classic_station_platform_medium,10,0.0000,0.4000,0.4000,0.0000,0.4000,8.3000,1.0000,1.0000,0.0943,,'-0.2737
prediction_planner,prediction_planner,t_intersection,classic_t_intersection_low,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0215,,'-0.1459
prediction_planner,prediction_planner,t_intersection,classic_t_intersection_medium,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0453,,'-0.1641
