episode_id,scenario_id,planner_key,kinematics,algo,seed,repeat_index,success,collision,near_miss,time_to_goal,snqi
classic_bottleneck_high--112--22ada2f1347f3b66,classic_bottleneck_high,social_force,differential_drive,social_force,112,0,0.0,0.0,0.0,1.0,-0.8931422667891953
classic_bottleneck_high--113--1b7ae5d5f2cf494d,classic_bottleneck_high,social_force,differential_drive,social_force,113,0,0.0,0.0,0.0,1.0,-0.882096992172436
classic_bottleneck_high--114--61e1c53ef75858ac,classic_bottleneck_high,social_force,differential_drive,social_force,114,0,0.0,0.0,0.0,1.0,-0.8787766657704463
classic_bottleneck_high--115--35e4675f2cc4c53c,classic_bottleneck_high,social_force,differential_drive,social_force,115,0,0.0,0.0,0.0,1.0,-0.8835293572738397
classic_bottleneck_high--116--c7a186ed7ae73e94,classic_bottleneck_high,social_force,differential_drive,social_force,116,0,0.0,0.0,0.0,1.0,-0.9611565880322461
classic_bottleneck_high--117--40164adab5082f34,classic_bottleneck_high,social_force,differential_drive,social_force,117,0,0.0,0.0,0.0,1.0,-0.9243969918684238
classic_bottleneck_high--118--8fcd0dc510549609,classic_bottleneck_high,social_force,differential_drive,social_force,118,0,0.0,0.0,0.0,1.0,-0.8856322158489083
classic_bottleneck_high--119--fa967c6ee7540686,classic_bottleneck_high,social_force,differential_drive,social_force,119,0,0.0,0.0,0.0,1.0,-0.8804229677337627
classic_bottleneck_high--120--5143c1125813031f,classic_bottleneck_high,social_force,differential_drive,social_force,120,0,0.0,0.0,0.0,1.0,-0.8939462715556986
classic_bottleneck_high--111--ed02f3336f17ea91,classic_bottleneck_high,socnav_sampling,differential_drive,socnav_sampling,111,0,0.0,1.0,4.0,1.0,-0.2590866955725392
classic_bottleneck_high--112--1ee840cfff1a24b4,classic_bottleneck_high,socnav_sampling,differential_drive,socnav_sampling,112,0,0.0,1.0,5.0,1.0,-0.2733331980154259
classic_bottleneck_high--113--014b62cafb32844f,classic_bottleneck_high,socnav_sampling,differential_drive,socnav_sampling,113,0,0.0,1.0,0.0,1.0,-0.21488534492430458
classic_bottleneck_high--114--d64576a5cb828ae1,classic_bottleneck_high,socnav_sampling,differential_drive,socnav_sampling,114,0,0.0,1.0,7.0,1.0,-0.3219632295133066
classic_bottleneck_high--115--6fa9f926062d788d,classic_bottleneck_high,socnav_sampling,differential_drive,socnav_sampling,115,0,0.0,1.0,7.0,1.0,-0.3137846875969397
classic_bottleneck_high--116--80946e689f0dee47,classic_bottleneck_high,socnav_sampling,differential_drive,socnav_sampling,116,0,0.0,1.0,5.0,1.0,-0.2739271524997043
classic_bottleneck_high--117--0f14cf169f517cf7,classic_bottleneck_high,socnav_sampling,differential_drive,socnav_sampling,117,0,0.0,1.0,6.0,1.0,-0.28926092530455194
classic_bottleneck_high--118--2325a4f2db6d7a9f,classic_bottleneck_high,socnav_sampling,differential_drive,socnav_sampling,118,0,0.0,1.0,4.0,1.0,-0.2598034733306162
classic_bottleneck_high--119--78e9eb028debc743,classic_bottleneck_high,socnav_sampling,differential_drive,socnav_sampling,119,0,0.0,1.0,4.0,1.0,-0.2590739524739254
classic_bottleneck_high--120--ea0d480f36ae716b,classic_bottleneck_high,socnav_sampling,differential_drive,socnav_sampling,120,0,0.0,1.0,6.0,1.0,-0.2878202173901243
classic_bottleneck_low--111--b8fcba68666bd553,classic_bottleneck_low,goal,differential_drive,goal,111,0,0.0,0.0,0.0,1.0,-0.09491099136070058
classic_bottleneck_low--112--32dbbc1581ac0c13,classic_bottleneck_low,goal,differential_drive,goal,112,0,0.0,0.0,0.0,1.0,-0.09491099136070058
classic_bottleneck_low--113--b697d4321d8399b4,classic_bottleneck_low,goal,differential_drive,goal,113,0,0.0,1.0,0.0,1.0,-0.21386646960758288
classic_bottleneck_low--114--166209c1f6ba4ca4,classic_bottleneck_low,goal,differential_drive,goal,114,0,0.0,0.0,0.0,1.0,-0.09491099136070058
classic_bottleneck_low--115--8766cf2602faa4f9,classic_bottleneck_low,goal,differential_drive,goal,115,0,0.0,0.0,0.0,1.0,-0.09491099136070058
classic_bottleneck_low--116--b8aaeb4aacebf92b,classic_bottleneck_low,goal,differential_drive,goal,116,0,0.0,0.0,0.0,1.0,-0.09491099136070058
classic_bottleneck_low--117--3c87b163189b431d,classic_bottleneck_low,goal,differential_drive,goal,117,0,0.0,0.0,0.0,1.0,-0.09491099136070058
classic_bottleneck_low--118--94a17ab19f8bb28f,classic_bottleneck_low,goal,differential_drive,goal,118,0,0.0,0.0,0.0,1.0,-0.09491099136070058
classic_bottleneck_low--119--74b9d9ab40a7ccb6,classic_bottleneck_low,goal,differential_drive,goal,119,0,0.0,0.0,0.0,1.0,-0.09491099136070058
classic_bottleneck_low--120--56a5a43000f61a9b,classic_bottleneck_low,goal,differential_drive,goal,120,0,0.0,0.0,0.0,1.0,-0.09491099136070058
classic_bottleneck_low--111--06cea70c8565060c,classic_bottleneck_low,hybrid_rule_v3_fast_progress,differential_drive,hybrid_rule_local_planner,111,0,1.0,0.0,0.0,0.7045454545454546,0.10503778809919762
classic_bottleneck_low--112--363f0194f67a0e96,classic_bottleneck_low,hybrid_rule_v3_fast_progress,differential_drive,hybrid_rule_local_planner,112,0,1.0,0.0,0.0,0.6306818181818182,0.10998137432252503
classic_bottleneck_low--113--f09053b2801bb99f,classic_bottleneck_low,hybrid_rule_v3_fast_progress,differential_drive,hybrid_rule_local_planner,113,0,0.0,0.0,0.0,1.0,-0.09655174580836969
classic_bottleneck_low--114--b7ec9e549a367daa,classic_bottleneck_low,hybrid_rule_v3_fast_progress,differential_drive,hybrid_rule_local_planner,114,0,1.0,0.0,0.0,0.7443181818181818,0.09517305454061967
classic_bottleneck_low--115--374c724abf329933,classic_bottleneck_low,hybrid_rule_v3_fast_progress,differential_drive,hybrid_rule_local_planner,115,0,1.0,0.0,0.0,0.7727272727272727,0.0946435944866114
classic_bottleneck_low--116--a5eb1b9d630cb748,classic_bottleneck_low,hybrid_rule_v3_fast_progress,differential_drive,hybrid_rule_local_planner,116,0,1.0,0.0,0.0,0.625,0.10971936793119641
classic_bottleneck_low--117--91cdba089ac3c587,classic_bottleneck_low,hybrid_rule_v3_fast_progress,differential_drive,hybrid_rule_local_planner,117,0,1.0,0.0,0.0,0.6136363636363636,0.11093549715171305
classic_bottleneck_low--118--57b29af49c814bd4,classic_bottleneck_low,hybrid_rule_v3_fast_progress,differential_drive,hybrid_rule_local_planner,118,0,1.0,0.0,0.0,0.7159090909090909,0.09897496197735753
classic_bottleneck_low--119--9812fd12e72879f2,classic_bottleneck_low,hybrid_rule_v3_fast_progress,differential_drive,hybrid_rule_local_planner,119,0,1.0,0.0,0.0,0.7159090909090909,0.09949314033067763
classic_bottleneck_low--120--b5748d779f1ebd25,classic_bottleneck_low,hybrid_rule_v3_fast_progress,differential_drive,hybrid_rule_local_planner,120,0,1.0,0.0,0.0,0.7102272727272727,0.09912926814876738
